event_id,product_user_id,account_id,feature,action,event_timestamp
60,431,935,Workflow Automation,view,2025-01-17T09:02:56
61,453,300,Reports,view,2024-02-07T10:14:28
62,686,633,Integrations,view,2021-06-02T14:13:07
63,357,19,Integrations,view,2025-01-07T03:53:59
64,1472,68,Dashboard Builder,view,2025-01-16T13:29:41
65,560,28,Analytics,view,2025-01-22T11:58:59
66,1862,440,Reports,share,2024-11-28T14:42:40
67,57,984,Analytics,view,2025-01-10T07:12:00
68,63,79,Reports,view,2024-08-12T08:21:19
69,603,596,Custom Fields,view,2024-12-25T15:21:55
70,397,859,Workflow Automation,edit,2025-02-11T17:10:16
71,1324,810,Reports,edit,2024-10-01T07:56:30
72,1038,275,Alerts,create,2023-06-09T09:45:21
73,18,646,Integrations,view,2024-09-24T14:10:57
74,139,326,User Management,create,2023-04-07T09:13:53
75,1397,491,Dashboard Builder,view,2024-07-25T17:35:53
76,264,830,Data Export,create,2024-12-17T11:50:41
77,228,163,Dashboard Builder,view,2023-02-08T11:21:25
78,979,318,Workflow Automation,share,2023-09-29T16:05:32
79,944,91,Integrations,view,2025-02-14T04:49:54
80,688,787,Workflow Automation,share,2024-10-08T16:49:31
81,1632,626,Reports,view,2023-10-28T15:47:43
82,985,169,Dashboard Builder,view,2025-01-15T07:24:06
83,1329,318,API,create,2025-02-10T19:06:33
84,1450,765,Custom Fields,create,2030-03-15T10:00:00
85,120,413,Analytics,view,2024-10-23T12:38:02
86,611,651,Integrations,view,2025-02-12T07:58:41
87,1183,853,Custom Fields,create,2025-01-05T14:11:46
88,195,95,Custom Fields,view,2025-01-28T07:17:27
89,1628,606,Analytics,view,2025-01-13T09:55:32
90,1612,219,Analytics,create,2024-09-19T06:53:26
91,1775,956,Reports,view,2025-01-28T16:23:53
92,1430,931,Reports,view,2025-02-28T13:25:39
93,466,292,Integrations,view,2024-08-08T14:04:34
94,907,536,Workflow Automation,share,2022-12-21T09:01:01
95,1086,79,Dashboard Builder,view,2025-02-08T13:28:30
96,1366,712,Dashboard Builder,view,2025-02-05T14:16:19
97,1584,601,Dashboard Builder,view,2024-11-12T09:32:41
98,1726,326,Custom Fields,edit,2025-01-07T09:23:02
99,1197,338,Dashboard Builder,share,2023-12-27T09:22:53
100,1386,482,Reports,view,2024-07-12T09:08:01
101,1570,29,Analytics,edit,2024-10-16T02:31:08
102,1618,429,Reports,create,2024-12-24T09:14:27
103,429,764,User Management,view,2024-10-25T08:24:27
104,1690,164,Reports,edit,2024-12-17T21:34:13
105,1339,860,Workflow Automation,view,2024-12-25T04:23:56
106,1677,139,Dashboard Builder,share,2025-02-26T15:26:56
107,1157,242,Reports,view,2025-02-18T11:06:00
108,445,227,Dashboard Builder,create,2025-01-03T10:25:27
109,840,396,Dashboard Builder,view,2023-01-06T10:40:41
110,1011,59,Dashboard Builder,view,2025-02-14T07:24:33
111,1674,940,Dashboard Builder,view,2023-05-12T10:06:40
112,845,147,Workflow Automation,view,2025-01-31T12:31:18
113,286,136,API,share,2025-01-16T10:15:40
114,1010,204,Reports,share,2025-01-28T18:32:18
115,1443,112,Dashboard Builder,view,2024-04-08T15:51:21
116,18,646,Data Export,delete,2025-02-24T07:12:38
117,240,593,Reports,view,2025-02-07T18:45:18
118,658,669,Reports,view,2025-02-13T09:45:54
119,1790,305,Workflow Automation,create,2023-05-29T08:40:53
120,1775,956,Analytics,view,2025-01-10T13:10:34
121,98,522,Reports,view,2023-11-25T19:19:28
122,1607,138,Analytics,view,2025-02-07T15:28:25
123,712,20,Data Export,edit,2024-12-24T08:18:37
124,446,275,Analytics,view,2025-01-23T14:44:04
125,310,540,Integrations,edit,2024-05-27T17:28:48
126,179,176,Analytics,view,2025-02-18T14:01:19
127,750,67,Reports,view,2021-01-12T07:15:07
128,1405,856,Integrations,view,2024-04-12T17:20:27
129,1010,204,Reports,share,2024-12-06T14:03:43
130,862,373,Reports,view,2023-05-26T14:36:04
131,635,16,Reports,view,2024-08-01T18:52:27
132,143,690,Reports,edit,2024-11-15T12:14:23
133,1601,776,Custom Fields,view,2025-02-10T10:37:27
134,978,939,Dashboard Builder,view,2025-01-16T14:31:59
135,1401,704,Analytics,view,2024-01-04T21:12:12
136,1857,599,API,share,2023-05-26T08:02:28
137,1904,508,Reports,edit,2022-02-09T23:56:58
138,872,174,Dashboard Builder,view,2024-12-28T14:51:35
139,1463,703,Analytics,view,2024-04-03T20:27:07
140,1583,88,Analytics,view,2024-08-01T18:50:59
141,1951,283,Alerts,view,2025-02-20T21:46:19
142,296,666,Reports,view,2025-01-03T13:05:25
143,1652,264,Reports,view,2025-01-17T10:33:52
144,534,698,API,view,2024-09-25T12:42:50
145,446,275,Integrations,edit,2025-01-29T10:00:57
146,1161,590,Reports,view,2024-12-06T15:36:51
147,1546,153,Dashboard Builder,edit,2024-05-16T10:40:13
148,1331,594,Dashboard Builder,create,2025-01-08T09:51:24
149,1001,167,Reports,view,2024-07-06T02:54:11
150,1051,781,Reports,view,2025-01-13T13:47:53
151,2,850,Reports,view,2024-10-17T18:09:37
152,1477,340,Data Export,share,2023-08-01T00:18:05
153,1704,666,Custom Fields,view,2024-11-07T13:24:41
154,1845,542,Data Export,view,2024-12-14T15:18:26
155,88,406,Analytics,view,2025-02-03T07:31:14
156,587,293,Dashboard Builder,view,2024-11-01T12:54:49
157,993,491,Analytics,view,2025-01-24T11:55:07
158,1495,90,Analytics,edit,2025-01-24T12:28:44
159,93,678,Reports,create,2023-02-24T07:08:48
160,930,155,Custom Fields,view,2025-01-03T16:32:15
161,545,550,Analytics,view,2024-11-22T18:09:38
162,446,275,Reports,edit,2025-01-16T07:12:21
163,493,780,Analytics,view,2024-11-22T05:02:37
164,1385,252,Workflow Automation,view,2024-07-08T11:05:59
165,1776,43,Alerts,view,2030-03-15T10:00:00
166,1117,814,Custom Fields,view,2024-07-12T13:47:48
167,500,156,Reports,view,2025-02-13T14:13:18
168,264,830,Integrations,create,2025-01-03T14:35:55
169,389,493,Dashboard Builder,view,2024-09-06T16:32:48
170,939,117,Dashboard Builder,view,2025-02-15T10:11:38
171,1421,102,Dashboard Builder,edit,2024-11-13T05:59:08
172,1882,716,Custom Fields,edit,2025-02-11T06:54:26
173,1596,650,Analytics,view,2025-01-03T14:54:14
174,1817,203,Workflow Automation,create,2024-03-07T09:45:22
175,1183,853,Workflow Automation,edit,2024-09-27T15:01:19
176,535,411,Custom Fields,edit,2025-01-21T08:22:06
177,940,664,Reports,view,2025-01-09T15:46:07
178,1048,482,Reports,create,2024-11-28T12:16:50
179,1179,718,API,edit,2025-01-24T12:40:46
180,943,711,User Management,view,2024-01-15T09:41:01
181,618,53,Reports,view,2025-02-13T14:26:28
182,563,509,API,create,2023-05-31T13:04:26
183,398,564,Integrations,share,2025-02-12T07:15:47
184,760,80,Workflow Automation,create,2025-02-26T08:46:28
185,130,322,Reports,view,2024-04-05T09:39:02
186,242,206,API,create,2024-12-11T15:16:37
187,325,823,Data Export,view,2025-01-21T13:10:54
188,1332,305,Dashboard Builder,share,2023-07-10T16:14:04
189,186,952,User Management,delete,2024-11-04T07:54:36
190,1054,879,User Management,edit,2024-12-13T07:52:58
191,1338,789,Reports,view,2024-10-10T12:24:12
192,412,3,Reports,view,2024-12-06T18:29:03
193,1136,434,Reports,view,2024-08-08T14:19:32
194,245,512,Reports,create,2025-01-25T19:53:49
195,1669,277,Integrations,view,2024-11-25T11:25:34
196,1201,834,Analytics,view,2025-01-16T22:02:48
197,242,206,API,create,2025-01-25T22:34:05
198,1726,326,Analytics,create,2024-05-01T03:44:29
199,84,561,Workflow Automation,view,2024-12-06T14:30:43
200,518,671,Data Export,view,2025-01-31T13:02:04
201,1217,538,Reports,create,2025-01-03T12:45:40
202,1546,153,Data Export,view,2030-03-15T10:00:00
203,978,939,Reports,view,2024-11-25T14:40:26
204,865,655,Workflow Automation,create,2025-01-04T14:36:00
205,1648,314,API,view,2024-11-04T14:17:24
206,1226,287,API,view,2023-01-30T16:40:44
207,1147,636,Dashboard Builder,view,2025-01-14T23:27:34
208,108,875,Reports,view,2024-11-21T14:02:22
209,761,436,Reports,delete,2024-09-27T11:57:21
210,158,520,Analytics,share,2025-01-22T21:56:51
211,357,19,Analytics,view,2025-02-17T08:36:40
212,476,484,Workflow Automation,delete,2024-11-08T13:58:21
213,435,291,Dashboard Builder,view,2025-01-01T08:07:07
214,1686,679,Analytics,edit,2024-07-31T11:14:42
215,637,60,API,view,2025-01-17T19:11:25
216,1343,238,Dashboard Builder,view,2025-02-07T05:39:28
217,895,184,Analytics,edit,2024-10-05T10:58:57
218,1130,150,Analytics,edit,2024-12-20T11:43:19
219,717,440,Analytics,view,2023-05-15T13:51:47
220,1143,486,Integrations,edit,2025-02-17T12:07:56
221,1747,957,Reports,edit,2025-02-06T16:03:19
222,575,158,Reports,view,2025-01-22T08:46:12
223,884,509,Integrations,view,2024-05-20T19:43:12
224,1982,475,Custom Fields,view,2025-02-04T14:46:04
225,1705,17,Custom Fields,view,2024-12-16T08:47:34
226,278,824,Analytics,view,2024-12-16T13:53:31
227,330,347,Analytics,view,2030-03-15T10:00:00
228,859,327,Dashboard Builder,share,2024-08-27T15:32:15
229,64,245,Dashboard Builder,delete,2025-01-09T09:13:28
230,585,217,Dashboard Builder,view,2024-08-25T07:15:33
231,663,432,Workflow Automation,create,2025-01-31T19:57:45
232,1077,616,Reports,create,2025-02-14T12:30:21
233,609,143,Dashboard Builder,share,2024-09-26T11:31:53
234,1411,782,Workflow Automation,view,2025-02-13T14:09:51
235,375,798,Dashboard Builder,view,2025-02-07T20:19:29
236,1876,734,Workflow Automation,view,2024-09-30T07:22:41
237,348,196,Analytics,view,2023-11-15T09:22:54
238,81,654,Analytics,view,2024-01-05T02:25:48
239,55,595,Reports,edit,2024-12-11T07:56:09
240,1920,65,Data Export,edit,2024-11-06T15:50:36
241,1262,609,Integrations,edit,2024-03-14T09:50:32
242,505,317,Integrations,share,2024-11-29T21:44:08
243,628,881,Analytics,create,2024-02-01T16:48:29
244,952,387,API,edit,2024-11-21T19:58:21
245,501,853,Analytics,create,2025-01-24T06:11:13
246,1373,111,Analytics,create,2025-01-04T16:54:03
247,663,432,Custom Fields,create,2024-12-20T07:30:49
248,846,91,Integrations,view,2023-11-29T07:00:44
249,825,432,Integrations,view,2023-10-24T10:22:13
250,476,484,Custom Fields,create,2023-10-31T18:35:06
251,1955,284,Reports,view,2024-12-27T16:06:21
252,286,136,API,view,2025-01-03T06:07:14
253,1323,468,Analytics,view,2022-11-25T08:35:08
254,1576,928,Reports,view,2024-06-07T12:27:11
255,952,387,Custom Fields,create,2025-02-03T12:15:20
256,445,227,Workflow Automation,edit,2025-02-10T05:01:01
257,47,7,Data Export,view,2024-12-20T11:18:30
258,92,521,Dashboard Builder,create,2024-11-17T12:04:00
259,1881,308,Workflow Automation,create,2022-10-06T15:33:06
260,1432,501,Analytics,create,2022-05-19T15:48:41
261,1113,582,Workflow Automation,view,2022-01-31T07:41:19
262,1418,347,Integrations,view,2022-11-30T13:06:58
263,909,76,Reports,view,2024-11-18T05:38:46
264,581,830,Alerts,view,2025-02-12T09:02:05
265,1823,586,Integrations,view,2025-01-07T17:23:56
266,1865,804,Analytics,edit,2024-10-11T08:06:07
267,1354,897,Workflow Automation,view,2025-01-31T22:06:23
268,409,559,Reports,delete,2025-01-12T14:23:01
269,982,264,Analytics,view,2024-12-13T16:20:03
270,1110,872,Analytics,share,2025-01-15T14:28:50
271,735,291,Alerts,view,2025-02-21T13:12:22
272,1335,309,Reports,edit,2025-02-05T12:16:44
273,1201,834,Analytics,view,2024-02-29T13:29:51
274,1237,732,Dashboard Builder,view,2024-08-16T12:44:12
275,1963,235,Reports,view,2024-11-13T07:24:18
276,1493,535,Integrations,share,2024-11-15T07:55:19
277,59,413,Analytics,share,2025-01-06T16:55:34
278,23,124,Data Export,create,2024-11-01T07:40:30
279,858,288,Analytics,view,2025-02-11T14:29:37
280,1824,969,Reports,view,2024-07-23T11:36:35
281,1530,103,Analytics,share,2024-11-06T05:33:08
282,114,995,API,view,2025-02-24T15:06:03
283,526,349,Reports,delete,2025-01-19T15:29:05
284,719,524,API,view,2024-10-10T14:36:30
285,89,250,Reports,view,2025-01-23T18:48:50
286,466,292,User Management,delete,2023-12-15T11:01:50
287,1612,219,Alerts,share,2025-01-28T17:20:40
288,1722,428,Data Export,create,2024-12-06T21:37:17
289,1621,63,Data Export,share,2024-11-26T06:07:02
290,1608,383,API,edit,2024-12-26T08:57:42
291,689,393,User Management,edit,2024-08-02T09:25:04
292,304,318,Alerts,edit,2023-12-04T16:13:26
293,661,197,Analytics,view,2024-12-20T13:03:38
294,1267,259,Dashboard Builder,view,2024-10-13T09:20:38
295,200,175,Data Export,view,2024-07-23T08:21:51
296,213,579,Reports,view,2023-05-16T12:40:19
297,1455,336,Workflow Automation,create,2023-12-11T09:28:38
298,678,401,Dashboard Builder,view,2024-08-30T11:10:51
299,770,566,User Management,view,2024-04-25T18:46:18
300,1527,894,Analytics,view,2023-02-07T01:14:48
301,1915,25,Alerts,edit,2022-11-11T14:23:21
302,1862,440,Workflow Automation,view,2024-11-14T05:09:32
303,686,633,Alerts,edit,2022-05-04T10:02:34
304,673,161,Integrations,share,2023-08-13T15:57:31
305,1295,26,Analytics,view,2025-01-24T09:56:36
306,1643,781,Integrations,create,2023-01-16T15:00:51
307,1431,593,Workflow Automation,edit,2025-01-31T15:15:51
308,1770,638,Reports,view,2023-12-13T06:48:06
309,1002,352,Dashboard Builder,view,2024-09-13T17:10:47
310,1143,486,Workflow Automation,view,2025-02-24T16:19:19
311,985,169,Reports,view,2024-12-03T10:15:56
312,431,935,Custom Fields,view,2025-02-22T15:04:51
313,1569,875,Analytics,view,2024-01-10T12:04:31
314,1677,139,Dashboard Builder,view,2025-02-28T13:11:17
315,415,884,Dashboard Builder,view,2024-03-21T15:38:55
316,1897,363,Dashboard Builder,view,2023-04-13T12:08:33
317,1012,683,Dashboard Builder,create,2024-12-23T12:12:15
318,547,671,Reports,view,2024-05-07T10:35:59
319,1460,461,Custom Fields,delete,2024-11-15T07:40:52
320,839,151,Dashboard Builder,create,2023-07-06T14:06:12
321,1464,408,API,view,2024-11-11T12:30:16
322,748,933,Reports,view,2024-10-18T17:18:49
323,1028,684,User Management,edit,2025-01-20T10:50:00
324,900,694,Reports,share,2024-08-21T17:25:35
325,1415,708,User Management,create,2025-02-11T08:24:23
326,1272,677,Analytics,view,2023-04-06T08:11:45
327,871,631,Dashboard Builder,view,2024-08-08T19:18:19
328,219,268,Reports,view,2022-12-21T17:43:46
329,1640,257,Alerts,edit,2024-04-19T09:04:21
330,706,224,Data Export,share,2025-01-21T12:22:47
331,565,323,Custom Fields,share,2024-10-04T09:55:16
332,1634,162,Custom Fields,edit,2024-10-08T09:07:25
333,529,724,Workflow Automation,edit,2025-01-30T07:19:05
334,1679,872,User Management,view,2025-01-17T03:48:19
335,107,631,Reports,view,2025-02-05T13:41:42
336,1669,277,Workflow Automation,delete,2024-11-27T08:39:38
337,1163,592,Workflow Automation,view,2022-07-15T13:16:38
338,1442,355,Dashboard Builder,view,2023-03-09T08:01:50
339,1204,388,Data Export,view,2025-02-14T19:23:02
340,366,987,Reports,view,2023-09-21T07:42:55
341,778,759,Analytics,delete,2024-12-20T16:57:04
342,1717,249,Analytics,view,2022-03-04T12:27:13
343,707,865,Reports,view,2024-10-02T10:46:08
344,1364,491,Workflow Automation,share,2024-09-01T22:00:09
345,1469,906,API,edit,2022-11-18T21:14:00
346,1992,949,Reports,view,2023-09-10T16:52:31
347,859,327,Reports,create,2024-03-01T09:06:53
348,423,764,Data Export,share,2024-12-23T07:19:02
349,1142,906,Workflow Automation,view,2024-07-13T13:08:59
350,904,245,Data Export,edit,2030-03-15T10:00:00
351,224,31,Analytics,view,2024-06-06T10:18:27
352,1823,586,Analytics,share,2025-01-10T15:17:25
353,794,716,Analytics,view,2024-12-27T15:38:14
354,1671,54,API,create,2024-10-23T05:20:33
355,516,744,Reports,view,2025-01-13T07:22:22
356,1959,778,Analytics,edit,2024-05-20T05:36:23
357,274,35,Data Export,edit,2025-02-13T17:52:31
358,115,984,Custom Fields,edit,2025-01-30T09:51:34
359,1701,768,Reports,share,2021-03-12T10:29:02
360,994,576,Data Export,edit,2024-06-27T10:09:42
361,149,176,Dashboard Builder,edit,2024-12-27T17:09:59
362,1730,53,Dashboard Builder,create,2025-02-17T11:18:19
363,586,541,Integrations,view,2025-02-22T17:10:45
364,467,867,API,edit,2024-12-20T10:16:27
365,981,788,Integrations,share,2025-01-03T08:22:23
366,564,401,Analytics,view,2025-01-30T20:37:21
367,65,525,Dashboard Builder,view,2024-05-10T14:38:03
368,1039,982,Reports,share,2025-02-20T04:17:25
369,1445,93,Dashboard Builder,view,2023-09-29T05:08:20
370,844,646,Alerts,edit,2024-07-11T10:58:44
371,295,168,Reports,share,2023-08-07T16:57:52
372,1344,434,Analytics,edit,2024-11-27T10:45:27
373,770,566,Dashboard Builder,view,2024-02-02T08:32:09
374,1796,627,Dashboard Builder,create,2024-12-04T10:10:43
375,1120,666,Analytics,view,2024-10-09T13:15:13
376,594,936,Dashboard Builder,share,2025-01-22T14:00:04
377,742,411,Data Export,view,2025-02-03T16:11:56
378,1555,28,Reports,view,2025-02-14T16:28:24
379,509,390,Analytics,edit,2024-02-14T13:38:15
380,261,98,Alerts,edit,2023-10-05T14:43:55
381,995,389,Dashboard Builder,share,2025-01-29T11:36:04
382,446,275,Alerts,create,2025-01-17T06:28:07
383,1877,850,Data Export,create,2025-01-21T16:01:39
384,1547,77,Analytics,create,2024-09-30T20:21:32
385,1597,973,Data Export,share,2022-09-01T07:36:20
386,391,344,Dashboard Builder,view,2025-01-29T09:11:51
387,852,365,Dashboard Builder,create,2025-02-06T15:38:31
388,1249,962,Reports,delete,2024-08-30T07:07:06
389,1478,423,API,create,2025-01-17T09:41:02
390,713,98,Analytics,view,2024-11-13T15:28:51
391,1664,753,Reports,view,2025-01-17T13:18:54
392,1831,941,Reports,share,2023-02-15T08:42:45
393,542,344,Workflow Automation,create,2025-01-03T13:27:54
394,487,772,Reports,view,2023-08-12T09:08:08
395,780,253,Dashboard Builder,create,2024-04-18T03:49:05
396,1550,406,Workflow Automation,edit,2024-09-29T11:39:44
397,49,391,Workflow Automation,create,2024-04-12T12:35:39
398,1600,227,Dashboard Builder,view,2024-12-20T09:53:36
399,501,853,User Management,view,2025-01-23T11:12:36
400,905,750,Analytics,view,2024-08-02T12:04:32
401,220,224,Reports,view,2024-10-09T03:26:49
402,586,541,Workflow Automation,view,2025-02-21T08:21:09
403,1282,328,Analytics,view,2024-10-23T07:19:20
404,855,103,Analytics,view,2024-11-09T04:39:56
405,85,401,Workflow Automation,view,2025-02-09T13:55:50
406,806,626,User Management,create,2023-03-01T17:43:13
407,1443,112,Reports,view,2023-10-06T14:17:36
408,944,91,Workflow Automation,share,2025-01-21T11:20:31
409,1045,831,API,create,2024-06-12T18:41:54
410,92,521,Analytics,create,2024-11-29T08:16:44
411,155,938,Dashboard Builder,create,2024-02-21T16:38:07
412,63,79,Dashboard Builder,edit,2025-01-17T11:37:08
413,171,318,User Management,create,2024-11-25T11:02:58
414,1062,171,Analytics,view,2025-02-15T10:49:51
415,316,224,API,view,2025-01-30T13:18:58
416,522,143,Workflow Automation,view,2024-12-27T11:34:23
417,126,348,Custom Fields,view,2025-02-07T09:42:29
418,773,569,Analytics,share,2024-12-19T17:57:10
419,1064,176,Analytics,view,2024-08-02T16:18:37
420,1797,97,Dashboard Builder,view,2024-04-29T07:02:42
421,710,129,Reports,view,2024-11-14T15:22:28
422,1596,650,Analytics,view,2024-02-02T15:45:17
423,1357,587,Custom Fields,view,2024-05-17T07:52:14
424,37,525,Dashboard Builder,view,2024-10-30T13:31:53
425,573,945,Analytics,delete,2024-11-19T08:08:01
426,1705,17,API,view,2024-12-12T10:52:00
427,1276,183,User Management,view,2024-12-06T18:51:26
428,931,183,Analytics,view,2025-02-22T17:41:34
429,1160,622,Custom Fields,view,2025-02-20T22:57:40
430,1417,750,Reports,view,2024-06-09T01:47:08
431,1057,810,Analytics,view,2023-11-21T14:42:08
432,1374,569,Workflow Automation,edit,2023-03-06T00:37:03
433,222,466,API,create,2024-04-05T03:51:21
434,1009,942,Dashboard Builder,view,2024-11-08T15:27:50
435,184,96,Dashboard Builder,view,2025-01-22T11:58:49
436,646,136,Custom Fields,share,2023-09-14T14:23:13
437,1331,594,API,view,2024-10-29T10:52:59
438,907,536,Workflow Automation,view,2022-07-04T16:21:04
439,555,663,Analytics,view,2024-10-10T10:15:39
440,1970,24,Integrations,edit,2024-12-28T16:46:09
441,683,923,Custom Fields,create,2024-10-30T08:46:17
442,38,647,Reports,view,2025-01-19T16:26:18
443,408,71,Analytics,view,2025-01-28T18:17:29
444,970,986,Dashboard Builder,edit,2024-11-11T06:46:06
445,775,347,Integrations,view,2024-12-11T14:31:07
446,1114,858,Reports,view,2025-02-26T08:21:48
447,465,536,Workflow Automation,create,2023-11-24T08:13:33
448,468,220,Reports,view,2024-11-04T05:09:39
449,638,163,API,edit,2021-08-27T09:17:23
450,648,513,Reports,edit,2024-09-11T09:45:38
451,587,293,Custom Fields,view,2024-11-05T07:34:14
452,1488,926,Dashboard Builder,view,2023-09-01T06:01:44
453,1959,778,Workflow Automation,view,2024-06-28T15:43:59
454,1004,176,Workflow Automation,view,2024-10-11T10:40:47
455,1076,176,Analytics,delete,2024-12-13T17:25:30
456,1234,586,Analytics,share,2025-01-13T11:17:00
457,1720,176,Analytics,view,2024-07-16T08:32:04
458,1011,59,Dashboard Builder,create,2025-02-14T12:08:56
459,1979,565,Analytics,view,2024-10-18T07:10:33
460,848,379,Custom Fields,share,2023-08-03T01:06:37
461,1409,994,Workflow Automation,edit,2025-02-22T11:38:44
462,1822,715,Analytics,view,2025-02-21T11:01:28
463,262,178,Workflow Automation,edit,2022-04-26T20:05:44
464,1890,967,User Management,edit,2025-01-20T22:03:40
465,254,594,Dashboard Builder,delete,2023-01-27T14:12:06
466,979,318,Alerts,share,2022-09-07T08:10:20
467,1836,764,Workflow Automation,share,2025-02-04T10:38:53
468,1243,150,Analytics,view,2024-07-15T03:50:07
469,1417,750,Analytics,view,2024-12-13T12:12:42
470,282,550,User Management,view,2021-08-11T19:32:18
471,1271,582,Analytics,share,2024-11-28T11:17:26
472,684,757,Dashboard Builder,share,2024-10-04T06:13:59
473,1305,180,API,view,2024-05-03T09:42:55
474,1301,694,Data Export,edit,2024-12-01T11:15:42
475,1791,353,Analytics,edit,2024-11-23T09:41:49
476,751,725,Reports,view,2020-12-18T13:25:42
477,1650,264,User Management,share,2024-12-05T10:53:42
478,1139,345,Reports,share,2024-09-30T07:15:56
479,1181,876,Dashboard Builder,view,2023-12-28T09:49:36
480,818,460,User Management,view,2025-01-30T09:37:44
481,1899,62,Analytics,view,2023-12-24T09:01:13
482,499,188,Dashboard Builder,view,2022-03-19T06:25:50
483,168,852,Integrations,edit,2025-02-19T11:34:52
484,575,158,API,view,2030-03-15T10:00:00
485,890,677,Dashboard Builder,create,2024-08-30T13:38:54
486,947,677,Reports,delete,2024-02-29T01:33:04
487,1678,224,Data Export,delete,2024-12-12T11:41:46
488,738,143,User Management,share,2030-03-15T10:00:00
489,1459,246,Reports,view,2024-08-02T15:21:12
490,644,322,Alerts,view,2023-06-09T16:51:54
491,591,150,API,create,2024-12-23T14:07:42
492,17,895,Reports,create,2025-01-27T18:02:35
493,1400,750,Analytics,view,2025-01-07T12:21:05
494,1076,176,Data Export,edit,2024-12-08T06:19:33
495,664,195,Workflow Automation,create,2024-11-06T12:30:28
496,549,873,Dashboard Builder,view,2022-10-11T17:52:40
497,947,677,Custom Fields,view,2022-08-02T09:22:54
498,1648,314,API,edit,2024-12-13T18:17:20
499,1896,282,Custom Fields,create,2024-10-03T08:27:55
500,1131,867,Analytics,view,2024-11-22T17:41:52
501,820,58,Dashboard Builder,view,2024-04-19T16:05:45
502,1790,305,User Management,view,2025-01-24T07:13:35
503,261,98,User Management,create,2023-03-14T08:36:25
504,1989,696,Dashboard Builder,share,2030-03-15T10:00:00
505,1486,469,Integrations,edit,2024-07-11T15:23:14
506,1817,203,Reports,view,2025-01-28T09:08:02
507,1530,103,Integrations,edit,2030-03-15T10:00:00
508,1781,161,Analytics,view,2022-07-22T11:27:45
509,1656,972,Custom Fields,share,2024-04-12T16:07:26
510,219,268,Workflow Automation,share,2022-07-26T10:36:34
511,357,19,API,share,2024-10-18T09:39:41
