contact_role_id,contact_id,opp_id,role,is_primary
189,1424,129,Coach,False
190,2243,129,Technical Evaluator,False
191,658,129,Economic Buyer,True
192,2113,54,Blocker,False
193,1096,54,Technical Evaluator,False
194,142,54,Champion,True
195,235,131,End User,False
196,1459,131,Executive Sponsor,True
197,863,132,End User,False
198,2806,134,Executive Sponsor,True
199,1560,135,Executive Sponsor,True
200,406,135,End User,False
201,440,135,Coach,False
202,593,136,Coach,False
203,12,137,End User,False
204,252,138,Champion,True
205,336,138,Technical Evaluator,False
206,272,138,Blocker,False
207,2576,139,Legal Reviewer,False
208,2981,139,End User,False
209,1206,140,Technical Evaluator,False
210,2202,140,Blocker,False
211,1784,140,Champion,True
212,405,141,Legal Reviewer,False
213,1979,141,End User,False
214,2535,141,Champion,True
215,2197,141,Economic Buyer,True
216,2858,142,Economic Buyer,True
217,624,142,Technical Evaluator,False
218,55,143,Champion,True
219,1302,144,Blocker,False
220,2883,145,Executive Sponsor,True
221,464,145,Coach,False
222,2881,145,Blocker,False
223,108,146,Champion,True
224,322,147,Technical Evaluator,False
225,2037,148,End User,False
226,1242,148,Champion,True
227,1171,148,Technical Evaluator,False
228,836,149,Technical Evaluator,False
229,1243,149,Blocker,False
230,1716,149,Champion,True
231,1779,150,End User,False
232,560,150,Legal Reviewer,False
233,2381,150,Technical Evaluator,False
234,1126,151,Champion,True
235,2095,151,Technical Evaluator,False
236,360,152,Champion,True
237,1833,152,Coach,False
238,693,153,Economic Buyer,True
239,2597,153,End User,False
240,722,154,Champion,True
241,2642,154,Executive Sponsor,True
242,1263,155,Economic Buyer,True
243,1794,155,Coach,False
244,604,156,Executive Sponsor,True
245,1109,157,Champion,True
246,599,157,Coach,False
247,961,157,Technical Evaluator,False
248,2808,158,End User,False
249,2865,158,Technical Evaluator,False
250,1282,159,Executive Sponsor,True
251,2381,160,Champion,True
252,560,160,Technical Evaluator,False
253,1779,160,End User,False
254,2567,161,Champion,True
255,2763,161,Executive Sponsor,True
256,323,162,End User,False
257,2033,163,Coach,False
258,2081,164,Economic Buyer,True
259,629,164,Technical Evaluator,False
260,2580,165,Technical Evaluator,False
261,2159,165,Champion,True
262,2731,166,Economic Buyer,True
263,2119,167,Blocker,False
264,2261,168,Legal Reviewer,False
265,763,168,End User,False
266,2549,169,Technical Evaluator,False
267,1579,170,Blocker,False
268,929,171,Champion,True
269,1582,172,Champion,True
270,395,172,Economic Buyer,True
271,1683,173,Technical Evaluator,False
272,1779,174,Technical Evaluator,False
273,1534,175,End User,False
274,2230,176,Coach,False
275,2657,177,Economic Buyer,True
276,637,178,Economic Buyer,True
277,681,179,Champion,True
278,1614,179,Economic Buyer,True
279,62,180,End User,False
280,2674,180,Champion,True
281,2567,181,Technical Evaluator,False
282,2763,181,Champion,True
283,2426,182,Economic Buyer,True
284,151,182,End User,False
285,2437,183,End User,False
286,1959,183,Technical Evaluator,False
287,114,184,Technical Evaluator,False
288,2540,185,Champion,True
289,2904,187,Champion,True
290,1355,187,Blocker,False
291,313,188,Technical Evaluator,False
292,2042,189,Executive Sponsor,True
293,1176,190,Coach,False
294,1000,190,Executive Sponsor,True
295,2837,191,End User,False
296,1159,192,End User,False
297,1347,192,Champion,True
298,2037,194,Economic Buyer,True
299,1242,194,Technical Evaluator,False
300,2640,195,Economic Buyer,True
301,628,195,Technical Evaluator,False
302,2604,195,Coach,False
303,2214,196,Champion,True
304,162,197,Blocker,False
305,614,198,Coach,False
306,2863,199,Technical Evaluator,False
307,2609,199,End User,False
308,49,199,Champion,True
309,1373,200,End User,False
310,1699,200,Executive Sponsor,True
311,2560,201,Champion,True
312,2079,133,Champion,True
313,1496,203,Executive Sponsor,True
314,620,204,Coach,False
315,2364,205,Technical Evaluator,False
316,892,206,Technical Evaluator,False
317,514,206,End User,False
318,2261,207,Champion,True
319,763,207,Legal Reviewer,False
320,865,208,Legal Reviewer,False
321,725,208,Technical Evaluator,False
322,1210,209,Coach,False
323,1204,209,Economic Buyer,True
324,1579,210,Technical Evaluator,False
325,2819,210,Economic Buyer,True
326,1396,211,Coach,False
327,451,212,Champion,True
328,2022,212,End User,False
329,2933,212,Technical Evaluator,False
330,469,213,Coach,False
331,1470,213,Technical Evaluator,False
332,2471,215,Champion,True
333,605,217,Executive Sponsor,True
334,114,218,Legal Reviewer,False
335,1090,219,Technical Evaluator,False
336,2,220,Economic Buyer,True
337,1738,220,Legal Reviewer,False
338,2712,221,Coach,False
339,2561,222,Legal Reviewer,False
340,2607,222,Champion,True
341,1636,223,Economic Buyer,True
342,65,223,End User,False
343,2917,224,Economic Buyer,True
344,2460,224,Executive Sponsor,True
345,787,225,End User,False
346,644,225,Technical Evaluator,False
347,593,226,Technical Evaluator,False
348,2027,227,Economic Buyer,True
349,761,228,Economic Buyer,True
350,2065,229,Economic Buyer,True
351,2916,229,Legal Reviewer,False
352,1909,229,Technical Evaluator,False
353,1756,230,End User,False
354,1275,231,Economic Buyer,True
355,2333,231,Executive Sponsor,True
356,1879,233,End User,False
357,1111,233,Technical Evaluator,False
358,2921,234,End User,False
359,1296,234,Champion,True
360,2178,236,Coach,False
361,2940,236,Technical Evaluator,False
362,1612,236,End User,False
363,2206,237,End User,False
364,2501,237,Blocker,False
365,1066,238,Economic Buyer,True
366,2053,239,Champion,True
367,2155,239,Economic Buyer,True
368,1915,239,Coach,False
369,780,240,Champion,True
370,2068,241,Legal Reviewer,False
371,103,242,Legal Reviewer,False
372,36,243,Technical Evaluator,False
373,1141,244,Champion,True
374,1059,245,Champion,True
375,834,246,Executive Sponsor,True
376,513,247,Champion,True
377,1219,248,Executive Sponsor,True
378,1721,248,Champion,True
379,319,249,Champion,True
380,2218,249,End User,False
381,915,251,Champion,True
382,284,251,End User,False
383,1346,251,Coach,False
384,700,253,End User,False
385,2061,253,Economic Buyer,True
386,452,254,Blocker,False
387,2909,254,Economic Buyer,True
388,955,255,End User,False
389,2122,255,Champion,True
390,2776,256,Economic Buyer,True
391,2181,257,End User,False
392,111,257,Champion,True
393,846,258,Technical Evaluator,False
394,1830,259,Technical Evaluator,False
395,80,260,Champion,True
396,2854,261,Technical Evaluator,False
397,1396,261,Economic Buyer,True
398,2051,262,Technical Evaluator,False
399,2672,263,End User,False
400,1025,263,Blocker,False
401,955,264,Champion,True
402,1501,265,Champion,True
403,844,266,Champion,True
404,542,267,Executive Sponsor,True
405,1103,268,Champion,True
406,2929,268,Technical Evaluator,False
407,659,269,Champion,True
408,1065,269,Blocker,False
409,704,269,End User,False
410,710,270,Champion,True
411,2070,272,Technical Evaluator,False
412,1617,272,Economic Buyer,True
413,2385,273,Champion,True
414,262,273,Technical Evaluator,False
415,2230,275,Coach,False
416,1584,277,Economic Buyer,True
417,395,278,Economic Buyer,True
418,425,279,Technical Evaluator,False
419,2494,279,Champion,True
420,2273,280,Technical Evaluator,False
421,2742,282,Champion,True
422,1125,282,End User,False
423,1108,282,Blocker,False
424,2237,149,Economic Buyer,True
425,378,284,Champion,True
426,2875,285,Coach,False
427,2847,287,Champion,True
428,152,288,End User,False
429,1482,289,Coach,False
430,2344,289,End User,False
431,604,290,Executive Sponsor,True
432,2166,290,Champion,True
433,1956,291,End User,False
434,2755,292,Technical Evaluator,False
435,2237,293,Technical Evaluator,False
436,2178,294,Technical Evaluator,False
437,683,295,Economic Buyer,True
438,2709,296,Champion,True
439,2156,296,End User,False
440,2331,296,Blocker,False
441,2930,297,Technical Evaluator,False
442,619,297,End User,False
443,1870,298,Champion,True
444,949,298,Executive Sponsor,True
445,1634,298,Coach,False
446,1413,299,Economic Buyer,True
447,2054,300,End User,False
448,1671,301,Legal Reviewer,False
449,739,301,Technical Evaluator,False
450,299,302,Champion,True
451,1516,303,Legal Reviewer,False
452,2644,304,Champion,True
453,2764,304,Economic Buyer,True
454,61,304,End User,False
455,2536,305,Economic Buyer,True
456,2586,306,Coach,False
457,1749,307,Economic Buyer,True
458,2212,307,Technical Evaluator,False
459,582,308,Blocker,False
460,2754,309,Economic Buyer,True
461,2492,310,Champion,True
462,2568,310,Technical Evaluator,False
463,2210,311,Legal Reviewer,False
464,1974,312,Economic Buyer,True
465,1205,312,Coach,False
466,1068,313,Blocker,False
467,136,313,Economic Buyer,True
468,650,313,Champion,True
469,188,314,Technical Evaluator,False
470,2498,315,Champion,True
471,1491,316,Economic Buyer,True
472,1250,316,Blocker,False
473,2684,317,Executive Sponsor,True
474,1140,317,Coach,False
475,1601,319,Economic Buyer,True
476,2711,320,Technical Evaluator,False
477,2867,320,Champion,True
478,944,320,Economic Buyer,True
479,434,320,End User,False
480,1006,321,Economic Buyer,True
481,319,322,Technical Evaluator,False
482,2560,57,Technical Evaluator,False
483,1600,324,Economic Buyer,True
484,153,325,Technical Evaluator,False
485,2887,325,Champion,True
486,1402,326,Executive Sponsor,True
487,2539,327,Executive Sponsor,True
488,2588,327,Technical Evaluator,False
489,3000,328,Economic Buyer,True
490,2766,329,Champion,True
491,2953,330,Legal Reviewer,False
492,2389,330,Technical Evaluator,False
493,2817,330,End User,False
494,2504,331,Champion,True
495,1595,332,Economic Buyer,True
496,2192,333,Coach,False
497,2019,333,Champion,True
498,554,333,Economic Buyer,True
499,1306,333,Blocker,False
500,656,334,Blocker,False
501,525,334,Coach,False
502,605,334,End User,False
503,305,335,Blocker,False
504,2503,336,Economic Buyer,True
505,2275,337,Executive Sponsor,True
506,315,337,End User,False
507,1667,338,Economic Buyer,True
508,419,338,Technical Evaluator,False
509,1548,339,Economic Buyer,True
510,223,339,End User,False
511,1057,339,Blocker,False
512,609,282,Champion,True
513,1421,341,Champion,True
514,2050,341,Economic Buyer,True
515,1091,342,Champion,True
516,175,343,Executive Sponsor,True
517,79,344,Executive Sponsor,True
518,581,344,Economic Buyer,True
519,1638,344,Legal Reviewer,False
520,1895,345,Executive Sponsor,True
521,1113,345,Legal Reviewer,False
522,1240,346,Coach,False
523,332,347,Technical Evaluator,False
524,2650,348,Executive Sponsor,True
525,974,348,End User,False
526,1165,348,Legal Reviewer,False
527,812,349,Champion,True
528,2406,350,Coach,False
529,1868,350,Blocker,False
530,2702,351,End User,False
531,1338,351,Executive Sponsor,True
532,2574,352,Coach,False
533,832,353,Executive Sponsor,True
534,1141,353,Technical Evaluator,False
535,94,353,Legal Reviewer,False
536,1140,354,Coach,False
537,2684,354,Economic Buyer,True
538,1268,355,Coach,False
539,1404,356,Legal Reviewer,False
540,2332,356,End User,False
541,1378,356,Coach,False
542,2496,357,Coach,False
543,1959,358,Executive Sponsor,True
544,2052,358,Economic Buyer,True
545,271,359,Legal Reviewer,False
546,2984,359,Coach,False
547,2077,359,Blocker,False
548,510,359,Economic Buyer,True
549,885,360,Economic Buyer,True
550,4,361,End User,False
551,2363,361,Economic Buyer,True
552,817,362,Technical Evaluator,False
553,2767,362,Champion,True
554,715,362,Legal Reviewer,False
555,1191,363,Technical Evaluator,False
556,1427,364,Economic Buyer,True
557,500,364,Coach,False
558,1511,364,Legal Reviewer,False
559,1792,365,Economic Buyer,True
560,1204,366,Blocker,False
561,1210,366,Technical Evaluator,False
562,1487,367,End User,False
563,1579,368,Technical Evaluator,False
564,2273,369,Technical Evaluator,False
565,2846,370,Economic Buyer,True
566,2324,371,Champion,True
567,1945,371,End User,False
568,1809,372,Economic Buyer,True
569,853,372,Coach,False
570,2585,373,Technical Evaluator,False
571,1232,373,Economic Buyer,True
572,2372,373,Champion,True
573,1219,374,Coach,False
574,166,375,Champion,True
575,1978,376,Legal Reviewer,False
576,729,377,Economic Buyer,True
577,591,377,Executive Sponsor,True
578,2722,377,Technical Evaluator,False
579,2679,377,Legal Reviewer,False
580,854,377,Champion,True
581,2467,378,Economic Buyer,True
582,2100,378,End User,False
583,2572,379,Technical Evaluator,False
584,687,380,Coach,False
585,362,381,Blocker,False
586,866,382,Economic Buyer,True
587,2100,383,End User,False
588,2571,384,Economic Buyer,True
589,1644,384,End User,False
590,86,385,Blocker,False
591,1927,386,End User,False
592,19,386,Economic Buyer,True
593,2261,387,Technical Evaluator,False
594,763,387,Economic Buyer,True
595,2496,388,Champion,True
596,2273,389,Coach,False
597,1517,389,Technical Evaluator,False
598,1307,390,Legal Reviewer,False
599,2340,390,Economic Buyer,True
600,1796,391,Champion,True
601,2500,391,Coach,False
602,69,392,End User,False
603,2270,392,Economic Buyer,True
604,2239,393,Champion,True
605,363,394,Technical Evaluator,False
606,1881,395,Economic Buyer,True
607,1824,396,Legal Reviewer,False
608,2777,397,End User,False
609,1022,398,Economic Buyer,True
610,767,399,Technical Evaluator,False
611,337,400,End User,False
612,1761,401,Executive Sponsor,True
613,1376,402,Technical Evaluator,False
614,1433,402,End User,False
615,2130,402,Champion,True
616,2230,402,Economic Buyer,True
617,2580,403,Champion,True
618,2880,404,Legal Reviewer,False
619,569,405,Technical Evaluator,False
620,2479,405,Economic Buyer,True
621,594,405,Champion,True
622,1423,407,Blocker,False
623,1657,408,Legal Reviewer,False
624,967,409,Champion,True
625,2423,409,Economic Buyer,True
626,1584,410,Coach,False
627,654,411,Blocker,False
628,1463,411,End User,False
629,326,412,Executive Sponsor,True
630,2764,413,Economic Buyer,True
631,458,414,Coach,False
632,2403,415,Technical Evaluator,False
633,1927,416,Executive Sponsor,True
634,489,417,Economic Buyer,True
635,1230,418,Champion,True
636,962,418,Legal Reviewer,False
637,260,418,End User,False
638,816,419,Economic Buyer,True
639,1269,420,Champion,True
640,2084,421,Technical Evaluator,False
641,1344,421,End User,False
642,2713,422,Technical Evaluator,False
643,2148,422,End User,False
644,1775,156,End User,False
645,2337,156,Economic Buyer,True
646,978,156,Champion,True
647,415,424,Economic Buyer,True
648,12,425,Champion,True
649,1390,426,Blocker,False
650,2966,427,Economic Buyer,True
651,1494,428,Champion,True
652,4,429,End User,False
653,2363,429,Legal Reviewer,False
654,2584,430,Technical Evaluator,False
655,2734,431,Coach,False
656,583,431,Technical Evaluator,False
657,42,431,Champion,True
658,211,432,Technical Evaluator,False
659,2424,433,Champion,True
660,2408,433,Coach,False
661,740,434,Technical Evaluator,False
662,32,435,Technical Evaluator,False
663,219,436,Economic Buyer,True
664,2033,437,Technical Evaluator,False
665,2215,438,Economic Buyer,True
666,2488,438,Technical Evaluator,False
667,2228,439,End User,False
668,1920,439,Technical Evaluator,False
669,2313,440,Coach,False
670,2640,441,Legal Reviewer,False
671,412,442,Champion,True
672,424,443,Champion,True
673,40,443,Economic Buyer,True
674,1508,444,Technical Evaluator,False
675,1000,444,End User,False
676,1421,445,Technical Evaluator,False
677,2683,445,Economic Buyer,True
678,2050,445,Champion,True
679,2854,446,Economic Buyer,True
680,185,447,Technical Evaluator,False
681,1227,447,Legal Reviewer,False
682,786,447,Champion,True
683,2864,448,Executive Sponsor,True
684,113,448,Economic Buyer,True
685,2498,449,Economic Buyer,True
686,1301,450,Coach,False
687,1015,450,Technical Evaluator,False
688,1296,451,Champion,True
689,1169,452,Champion,True
690,1459,453,Champion,True
691,1836,453,Legal Reviewer,False
692,2061,454,End User,False
693,700,454,Executive Sponsor,True
694,2567,455,Champion,True
695,475,456,Champion,True
696,1901,457,Technical Evaluator,False
697,788,457,Champion,True
698,2406,457,End User,False
699,62,458,Blocker,False
700,2108,458,Coach,False
701,2674,458,Legal Reviewer,False
702,2972,459,Economic Buyer,True
703,269,459,Technical Evaluator,False
704,87,459,Champion,True
705,2856,459,Coach,False
706,2648,460,Economic Buyer,True
707,1751,460,Champion,True
708,2230,461,Champion,True
709,2977,462,Coach,False
710,351,462,Technical Evaluator,False
711,2676,463,Economic Buyer,True
712,72,463,Blocker,False
713,1345,463,Technical Evaluator,False
714,1294,465,Champion,True
715,2961,466,Technical Evaluator,False
716,2890,467,Coach,False
717,1894,468,Champion,True
718,2939,468,Technical Evaluator,False
719,2868,468,Economic Buyer,True
720,354,469,Legal Reviewer,False
721,509,469,End User,False
722,1797,470,Champion,True
723,2653,471,Coach,False
724,337,472,Technical Evaluator,False
725,2118,472,Executive Sponsor,True
726,2947,475,Champion,True
727,166,476,Champion,True
728,1990,477,Technical Evaluator,False
729,1839,477,Executive Sponsor,True
730,447,478,Economic Buyer,True
731,887,478,Champion,True
732,14,479,Technical Evaluator,False
733,726,480,Champion,True
734,2491,481,Coach,False
735,545,481,Champion,True
736,1844,481,End User,False
737,1524,280,Economic Buyer,True
738,1038,483,Coach,False
739,2921,484,Blocker,False
740,1296,484,Champion,True
741,2589,485,Coach,False
742,175,485,Blocker,False
743,886,486,Technical Evaluator,False
744,1488,486,Champion,True
745,682,486,Economic Buyer,True
746,1945,487,Technical Evaluator,False
747,2324,487,Executive Sponsor,True
748,2444,489,Technical Evaluator,False
749,1557,489,Champion,True
750,2605,490,Legal Reviewer,False
751,2220,491,Economic Buyer,True
752,732,491,Technical Evaluator,False
753,143,492,Technical Evaluator,False
754,2351,492,Champion,True
755,1773,492,End User,False
756,137,493,Champion,True
757,174,493,Coach,False
758,168,493,End User,False
759,2419,494,Executive Sponsor,True
760,630,494,Coach,False
761,2621,495,Champion,True
762,466,496,Economic Buyer,True
763,1257,496,Champion,True
764,2610,497,Champion,True
765,89,497,Economic Buyer,True
766,492,497,End User,False
767,1455,498,Blocker,False
768,1195,499,Technical Evaluator,False
769,425,500,Technical Evaluator,False
770,2494,500,Champion,True
771,2798,501,Coach,False
772,2996,502,Economic Buyer,True
773,2642,503,Champion,True
774,2863,504,Champion,True
775,2609,504,Legal Reviewer,False
776,1147,505,Technical Evaluator,False
777,931,506,Coach,False
778,2960,506,Champion,True
779,695,506,Economic Buyer,True
780,126,507,Champion,True
781,1011,507,Blocker,False
782,117,508,Champion,True
783,762,509,Economic Buyer,True
784,359,510,Executive Sponsor,True
785,739,511,Executive Sponsor,True
786,1671,511,Economic Buyer,True
787,627,512,Champion,True
788,2446,512,Economic Buyer,True
789,442,513,Economic Buyer,True
790,1091,513,Technical Evaluator,False
791,2832,513,Coach,False
792,1172,515,Technical Evaluator,False
793,264,516,Champion,True
794,1705,516,Economic Buyer,True
795,1321,516,Executive Sponsor,True
796,1954,516,End User,False
797,845,517,End User,False
798,2343,518,Champion,True
799,2661,519,Economic Buyer,True
800,503,520,Economic Buyer,True
801,1375,520,Champion,True
802,2391,520,Coach,False
803,2462,520,Legal Reviewer,False
804,2988,521,Legal Reviewer,False
805,381,521,Champion,True
806,2825,522,End User,False
807,513,524,End User,False
808,1985,524,Technical Evaluator,False
809,71,525,Technical Evaluator,False
810,2042,526,Legal Reviewer,False
811,2493,527,Legal Reviewer,False
812,1174,527,Technical Evaluator,False
813,1287,527,Champion,True
814,1884,528,Champion,True
815,2376,26,Economic Buyer,True
816,7,26,Blocker,False
817,2937,530,Coach,False
818,426,530,Economic Buyer,True
819,863,530,Champion,True
820,2049,531,Champion,True
821,1545,532,End User,False
822,2398,532,Champion,True
823,2585,533,Champion,True
824,2372,533,Technical Evaluator,False
825,1032,534,Technical Evaluator,False
826,499,534,Executive Sponsor,True
827,1394,535,Legal Reviewer,False
828,835,537,Economic Buyer,True
829,1514,537,Blocker,False
830,1664,537,Champion,True
831,2101,537,End User,False
832,1416,538,End User,False
833,2738,538,Technical Evaluator,False
834,1208,539,Champion,True
835,1350,540,Technical Evaluator,False
836,1620,541,End User,False
837,18,177,Champion,True
838,2880,177,Coach,False
839,369,543,Economic Buyer,True
840,2411,336,End User,False
841,2467,545,Economic Buyer,True
842,1643,545,Champion,True
843,1297,546,Champion,True
844,1319,546,Legal Reviewer,False
845,2745,547,Technical Evaluator,False
846,363,548,Champion,True
847,376,549,Economic Buyer,True
848,971,549,Coach,False
849,2933,550,Technical Evaluator,False
850,2022,550,Champion,True
851,2150,550,Legal Reviewer,False
852,910,551,Champion,True
853,2417,552,Technical Evaluator,False
854,2601,552,Champion,True
855,2984,553,Technical Evaluator,False
856,271,553,Economic Buyer,True
857,510,553,Coach,False
858,2338,554,Executive Sponsor,True
859,443,554,Champion,True
860,2274,554,Economic Buyer,True
861,2082,555,Champion,True
862,1838,556,Legal Reviewer,False
863,164,557,Coach,False
864,1664,558,Technical Evaluator,False
865,835,558,End User,False
866,1898,559,End User,False
867,2653,560,Legal Reviewer,False
868,1482,562,Economic Buyer,True
869,2344,562,Champion,True
870,1744,563,Legal Reviewer,False
871,1467,564,Champion,True
872,2754,566,Economic Buyer,True
873,2749,567,Champion,True
874,1661,567,End User,False
875,975,567,Coach,False
876,167,568,End User,False
877,2486,568,Legal Reviewer,False
878,754,569,Economic Buyer,True
879,1423,570,Legal Reviewer,False
880,642,571,Champion,True
881,1788,572,Technical Evaluator,False
882,1581,572,Economic Buyer,True
883,2009,572,Coach,False
884,1859,573,Technical Evaluator,False
885,280,573,End User,False
886,22,573,Coach,False
887,890,574,Legal Reviewer,False
888,2830,575,Blocker,False
889,1325,575,Champion,True
890,2066,577,Champion,True
891,1436,578,Executive Sponsor,True
892,2699,579,Champion,True
893,2830,580,Technical Evaluator,False
894,1325,580,Champion,True
895,2677,581,Blocker,False
896,1917,582,Coach,False
897,2500,583,Blocker,False
898,1796,583,Technical Evaluator,False
899,742,584,Technical Evaluator,False
900,2522,585,Legal Reviewer,False
901,1030,586,End User,False
902,2940,587,Legal Reviewer,False
903,1612,587,Executive Sponsor,True
904,642,588,End User,False
905,1363,589,Champion,True
906,662,589,Technical Evaluator,False
907,2935,589,End User,False
908,2231,590,Economic Buyer,True
909,977,590,Technical Evaluator,False
910,1004,590,Coach,False
911,2951,591,Coach,False
912,2033,592,Blocker,False
913,2477,593,Technical Evaluator,False
914,210,594,Coach,False
915,1794,594,Economic Buyer,True
916,2779,594,End User,False
917,2477,125,Economic Buyer,True
918,95,597,Blocker,False
919,1344,598,Coach,False
920,2043,600,Champion,True
921,2187,600,Blocker,False
922,2870,601,End User,False
923,1791,192,Technical Evaluator,False
924,1130,192,Executive Sponsor,True
925,2327,603,Champion,True
926,82,603,Technical Evaluator,False
927,1636,605,Champion,True
928,65,605,Economic Buyer,True
929,2716,606,Technical Evaluator,False
930,509,607,Economic Buyer,True
931,354,607,Champion,True
932,541,608,Champion,True
933,2846,609,Champion,True
934,1619,610,Executive Sponsor,True
935,1753,610,End User,False
936,2504,611,Coach,False
937,200,612,Executive Sponsor,True
938,811,613,End User,False
939,1777,613,Champion,True
940,1885,614,End User,False
